COG	COG term
COG1593	[G] COG1593 TRAP-type C4-dicarboxylate transport system, large permease component
COG1594	[K] COG1594 DNA-directed RNA polymerase, subunit M/Transcription elongation factor TFIIS
COG1595	[K] COG1595 DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog
COG1596	[M] COG1596 Periplasmic protein involved in polysaccharide export
COG1597	[IR] COG1597 Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase
COG1598	[S] COG1598 Uncharacterized conserved protein
COG1599	[L] COG1599 Single-stranded DNA-binding replication protein A (RPA), large (70 kD) subunit and related ssDNA-binding proteins
COG1600	[C] COG1600 Uncharacterized Fe-S protein
COG1601	[J] COG1601 Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain
COG1602	[S] COG1602 Uncharacterized conserved protein
COG1603	[J] COG1603 RNase P/RNase MRP subunit p30
COG1604	[L] COG1604 Uncharacterized protein predicted to be involved in DNA repair (RAMP superfamily)
COG1605	[E] COG1605 Chorismate mutase
COG1606	[R] COG1606 ATP-utilizing enzymes of the PP-loop superfamily
COG1607	[I] COG1607 Acyl-CoA hydrolase
COG1608	[R] COG1608 Predicted archaeal kinase
COG1609	[K] COG1609 Transcriptional regulators
COG1610	[S] COG1610 Uncharacterized conserved protein
COG1611	[R] COG1611 Predicted Rossmann fold nucleotide-binding protein
COG1612	[O] COG1612 Uncharacterized protein required for cytochrome oxidase assembly
COG1613	[P] COG1613 ABC-type sulfate transport system, periplasmic component
COG1614	[C] COG1614 CO dehydrogenase/acetyl-CoA synthase beta subunit
COG1615	[S] COG1615 Uncharacterized conserved protein
COG1617	[S] COG1617 Uncharacterized conserved protein
COG1618	[F] COG1618 Predicted nucleotide kinase
COG1619	[V] COG1619 Uncharacterized proteins, homologs of microcin C7 resistance protein MccF
COG1620	[C] COG1620 L-lactate permease
COG1621	[G] COG1621 Beta-fructosidases (levanase/invertase)
COG1622	[C] COG1622 Heme/copper-type cytochrome/quinol oxidases, subunit 2
COG1623	[R] COG1623 Predicted nucleic-acid-binding protein (contains the HHH domain)
COG1624	[S] COG1624 Uncharacterized conserved protein
COG1625	[C] COG1625 Fe-S oxidoreductase, related to NifB/MoaA family
COG1626	[G] COG1626 Neutral trehalase
COG1627	[S] COG1627 Uncharacterized protein conserved in archaea
COG1628	[S] COG1628 Uncharacterized conserved protein
COG1629	[P] COG1629 Outer membrane receptor proteins, mostly Fe transport
COG1630	[S] COG1630 Uncharacterized protein conserved in archaea
COG1631	[J] COG1631 Ribosomal protein L44E
COG1632	[J] COG1632 Ribosomal protein L15E
COG1633	[S] COG1633 Uncharacterized conserved protein
COG1634	[R] COG1634 Uncharacterized Rossmann fold enzyme
COG1635	[H] COG1635 Flavoprotein involved in thiazole biosynthesis
COG1636	[S] COG1636 Uncharacterized protein conserved in bacteria
COG1637	[L] COG1637 Predicted nuclease of the RecB family
COG1638	[G] COG1638 TRAP-type C4-dicarboxylate transport system, periplasmic component
COG1639	[T] COG1639 Predicted signal transduction protein
COG1640	[G] COG1640 4-alpha-glucanotransferase
COG1641	[S] COG1641 Uncharacterized conserved protein
COG1643	[L] COG1643 HrpA-like helicases
COG1644	[K] COG1644 DNA-directed RNA polymerase, subunit N (RpoN/RPB10)
COG1645	[R] COG1645 Uncharacterized Zn-finger containing protein
COG1646	[R] COG1646 Predicted phosphate-binding enzymes, TIM-barrel fold
COG1647	[R] COG1647 Esterase/lipase
COG1648	[H] COG1648 Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)
COG1649	[S] COG1649 Uncharacterized protein conserved in bacteria
COG1650	[S] COG1650 Uncharacterized protein conserved in archaea
COG1651	[O] COG1651 Protein-disulfide isomerase
COG1652	[S] COG1652 Uncharacterized protein containing LysM domain
COG1653	[G] COG1653 ABC-type sugar transport system, periplasmic component
COG1654	[K] COG1654 Biotin operon repressor
COG1655	[S] COG1655 Uncharacterized protein conserved in bacteria
COG1656	[S] COG1656 Uncharacterized conserved protein
COG1657	[I] COG1657 Squalene cyclase
COG1658	[L] COG1658 Small primase-like proteins (Toprim domain)
COG1659	[S] COG1659 Uncharacterized protein, linocin/CFP29 homolog
COG1660	[R] COG1660 Predicted P-loop-containing kinase
COG1661	[R] COG1661 Predicted DNA-binding protein with PD1-like DNA-binding motif
COG1662	[L] COG1662 Transposase and inactivated derivatives, IS1 family
COG1663	[M] COG1663 Tetraacyldisaccharide-1-P 4'-kinase
COG1664	[M] COG1664 Integral membrane protein CcmA involved in cell shape determination
COG1665	[S] COG1665 Uncharacterized protein conserved in archaea
COG1666	[S] COG1666 Uncharacterized protein conserved in bacteria
COG1667	[S] COG1667 Uncharacterized protein conserved in archaea
COG1668	[CP] COG1668 ABC-type Na+ efflux pump, permease component
COG1669	[R] COG1669 Predicted nucleotidyltransferases
COG1670	[J] COG1670 Acetyltransferases, including N-acetylases of ribosomal proteins
COG1671	[S] COG1671 Uncharacterized protein conserved in bacteria
COG1672	[R] COG1672 Predicted ATPase (AAA+ superfamily)
COG1673	[S] COG1673 Uncharacterized protein conserved in archaea
COG1674	[D] COG1674 DNA segregation ATPase FtsK/SpoIIIE and related proteins
COG1675	[K] COG1675 Transcription initiation factor IIE, alpha subunit
COG1676	[J] COG1676 tRNA splicing endonuclease
COG1677	[NU] COG1677 Flagellar hook-basal body protein
COG1678	[K] COG1678 Putative transcriptional regulator
COG1679	[S] COG1679 Uncharacterized conserved protein
COG1680	[V] COG1680 Beta-lactamase class C and other penicillin binding proteins
COG1681	[N] COG1681 Archaeal flagellins
COG1682	[GM] COG1682 ABC-type polysaccharide/polyol phosphate export systems, permease component
COG1683	[S] COG1683 Uncharacterized conserved protein
COG1684	[NU] COG1684 Flagellar biosynthesis pathway, component FliR
COG1685	[EH] COG1685 Archaeal shikimate kinase
COG1686	[M] COG1686 D-alanyl-D-alanine carboxypeptidase
COG1687	[E] COG1687 Predicted branched-chain amino acid permeases (azaleucine resistance)
COG1688	[L] COG1688 Uncharacterized protein predicted to be involved in DNA repair (RAMP superfamily)
COG1689	[S] COG1689 Uncharacterized protein conserved in archaea
COG1690	[S] COG1690 Uncharacterized conserved protein
COG1691	[R] COG1691 NCAIR mutase (PurE)-related proteins
COG1692	[S] COG1692 Uncharacterized protein conserved in bacteria
COG1693	[S] COG1693 Uncharacterized protein conserved in archaea
COG1694	[R] COG1694 Predicted pyrophosphatase
COG1695	[K] COG1695 Predicted transcriptional regulators
COG1696	[M] COG1696 Predicted membrane protein involved in D-alanine export
COG1697	[L] COG1697 DNA topoisomerase VI, subunit A
COG1698	[S] COG1698 Uncharacterized protein conserved in archaea
COG1699	[S] COG1699 Uncharacterized protein conserved in bacteria
COG1700	[S] COG1700 Uncharacterized conserved protein
COG1701	[S] COG1701 Uncharacterized protein conserved in archaea
COG1702	[T] COG1702 Phosphate starvation-inducible protein PhoH, predicted ATPase
COG1703	[E] COG1703 Putative periplasmic protein kinase ArgK and related GTPases of G3E family
COG1704	[S] COG1704 Uncharacterized conserved protein
COG1705	[NU] COG1705 Muramidase (flagellum-specific)
COG1706	[N] COG1706 Flagellar basal-body P-ring protein
COG1707	[R] COG1707 ACT domain-containing protein
COG1708	[R] COG1708 Predicted nucleotidyltransferases
COG1709	[K] COG1709 Predicted transcriptional regulator
COG1710	[S] COG1710 Uncharacterized protein conserved in archaea
COG1711	[S] COG1711 Uncharacterized protein conserved in archaea
COG1712	[R] COG1712 Predicted dinucleotide-utilizing enzyme
COG1713	[H] COG1713 Predicted HD superfamily hydrolase involved in NAD metabolism
COG1714	[S] COG1714 Predicted membrane protein/domain
COG1715	[V] COG1715 Restriction endonuclease
COG1716	[T] COG1716 FOG: FHA domain
COG1717	[J] COG1717 Ribosomal protein L32E
COG1718	[TD] COG1718 Serine/threonine protein kinase involved in cell cycle control
COG1719	[R] COG1719 Predicted hydrocarbon binding protein (contains V4R domain)
COG1720	[S] COG1720 Uncharacterized conserved protein
COG1721	[R] COG1721 Uncharacterized conserved protein (some members contain a von Willebrand factor type A (vWA) domain)
COG1722	[L] COG1722 Exonuclease VII small subunit
COG1723	[S] COG1723 Uncharacterized conserved protein
COG1724	[N] COG1724 Predicted periplasmic or secreted lipoprotein
COG1725	[K] COG1725 Predicted transcriptional regulators
COG1726	[C] COG1726 Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrA
COG1727	[J] COG1727 Ribosomal protein L18E
COG1728	[S] COG1728 Uncharacterized protein conserved in bacteria
COG1729	[S] COG1729 Uncharacterized protein conserved in bacteria
COG1730	[O] COG1730 Predicted prefoldin, molecular chaperone implicated in de novo protein folding
COG1731	[H] COG1731 Archaeal riboflavin synthase
COG1732	[M] COG1732 Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)
COG1733	[K] COG1733 Predicted transcriptional regulators
COG1734	[T] COG1734 DnaK suppressor protein
COG1735	[R] COG1735 Predicted metal-dependent hydrolase with the TIM-barrel fold
COG1736	[J] COG1736 Diphthamide synthase subunit DPH2
COG1737	[K] COG1737 Transcriptional regulators
COG1738	[S] COG1738 Uncharacterized conserved protein
COG1739	[S] COG1739 Uncharacterized conserved protein
COG1740	[C] COG1740 Ni,Fe-hydrogenase I small subunit
COG1741	[R] COG1741 Pirin-related protein
COG1742	[S] COG1742 Uncharacterized conserved protein
COG1743	[L] COG1743 Adenine-specific DNA methylase containing a Zn-ribbon
COG1744	[R] COG1744 Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein
COG1745	[R] COG1745 Predicted metal-binding protein
COG1746	[J] COG1746 tRNA nucleotidyltransferase (CCA-adding enzyme)
COG1747	[S] COG1747 Uncharacterized N-terminal domain of the transcription elongation factor GreA
COG1748	[E] COG1748 Saccharopine dehydrogenase and related proteins
COG1749	[N] COG1749 Flagellar hook protein FlgE
COG1750	[R] COG1750 Archaeal serine proteases
COG1751	[S] COG1751 Uncharacterized conserved protein
COG1752	[R] COG1752 Predicted esterase of the alpha-beta hydrolase superfamily
COG1753	[S] COG1753 Uncharacterized conserved protein
COG1754	[R] COG1754 Uncharacterized C-terminal domain of topoisomerase IA
COG1755	[S] COG1755 Uncharacterized protein conserved in bacteria
COG1756	[S] COG1756 Uncharacterized conserved protein
COG1757	[C] COG1757 Na+/H+ antiporter
COG1758	[K] COG1758 DNA-directed RNA polymerase, subunit K/omega
COG1759	[R] COG1759 ATP-utilizing enzymes of ATP-grasp superfamily (probably carboligases)
COG1760	[E] COG1760 L-serine deaminase
COG1761	[K] COG1761 DNA-directed RNA polymerase, subunit L
COG1762	[GT] COG1762 Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)
COG1763	[H] COG1763 Molybdopterin-guanine dinucleotide biosynthesis protein
COG1764	[O] COG1764 Predicted redox protein, regulator of disulfide bond formation
COG1765	[O] COG1765 Predicted redox protein, regulator of disulfide bond formation
COG1766	[NU] COG1766 Flagellar biosynthesis/type III secretory pathway lipoprotein
COG1767	[H] COG1767 Triphosphoribosyl-dephospho-CoA synthetase
COG1768	[R] COG1768 Predicted phosphohydrolase
COG1769	[L] COG1769 Uncharacterized protein predicted to be involved in DNA repair (RAMP superfamily)
COG1770	[E] COG1770 Protease II
COG1771	[S] COG1771 Uncharacterized protein conserved in archaea
COG1772	[S] COG1772 Uncharacterized protein conserved in archaea
COG1773	[C] COG1773 Rubredoxin
COG1774	[S] COG1774 Uncharacterized homolog of PSP1
COG1775	[E] COG1775 Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB
COG1776	[NT] COG1776 Chemotaxis protein CheC, inhibitor of MCP methylation
COG1777	[K] COG1777 Predicted transcriptional regulators
COG1778	[R] COG1778 Low specificity phosphatase (HAD superfamily)
COG1779	[R] COG1779 C4-type Zn-finger protein
COG1780	[F] COG1780 Protein involved in ribonucleotide reduction
COG1781	[F] COG1781 Aspartate carbamoyltransferase, regulatory subunit
COG1782	[R] COG1782 Predicted metal-dependent RNase, consists of a metallo-beta-lactamase domain and an RNA-binding KH domain
COG1783	[R] COG1783 Phage terminase large subunit
COG1784	[S] COG1784 Predicted membrane protein
COG1785	[P] COG1785 Alkaline phosphatase
COG1786	[S] COG1786 Uncharacterized conserved protein
COG1787	[V] COG1787 Predicted endonuclease distantly related to archaeal Holliday junction resolvase and Mrr-like restriction enzymes
COG1788	[I] COG1788 Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit
COG1790	[S] COG1790 Uncharacterized protein conserved in archaea
COG1791	[S] COG1791 Uncharacterized conserved protein, contains double-stranded beta-helix domain
COG1792	[M] COG1792 Cell shape-determining protein
COG1793	[L] COG1793 ATP-dependent DNA ligase
COG1794	[M] COG1794 Aspartate racemase
COG1795	[S] COG1795 Uncharacterized conserved protein
COG1796	[L] COG1796 DNA polymerase IV (family X)
COG1797	[H] COG1797 Cobyrinic acid a,c-diamide synthase
COG1798	[J] COG1798 Diphthamide biosynthesis methyltransferase
COG1799	[S] COG1799 Uncharacterized protein conserved in bacteria
COG1800	[R] COG1800 Predicted transglutaminase-like proteases
COG1801	[S] COG1801 Uncharacterized conserved protein
COG1802	[K] COG1802 Transcriptional regulators
COG1803	[G] COG1803 Methylglyoxal synthase
COG1804	[C] COG1804 Predicted acyl-CoA transferases/carnitine dehydratase
COG1805	[C] COG1805 Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrB
COG1806	[S] COG1806 Uncharacterized protein conserved in bacteria
COG1807	[M] COG1807 4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family
COG1808	[S] COG1808 Predicted membrane protein
COG1809	[S] COG1809 Uncharacterized conserved protein
COG1810	[S] COG1810 Uncharacterized protein conserved in archaea
COG1811	[R] COG1811 Uncharacterized membrane protein, possible Na+ channel or pump
COG1812	[E] COG1812 Archaeal S-adenosylmethionine synthetase
COG1813	[K] COG1813 Predicted transcription factor, homolog of eukaryotic MBF1
COG1814	[S] COG1814 Uncharacterized membrane protein
COG1815	[N] COG1815 Flagellar basal body protein
COG1816	[F] COG1816 Adenosine deaminase
COG1817	[S] COG1817 Uncharacterized protein conserved in archaea
COG1818	[R] COG1818 Predicted RNA-binding protein, contains THUMP domain
COG1819	[GC] COG1819 Glycosyl transferases, related to UDP-glucuronosyltransferase
COG1820	[G] COG1820 N-acetylglucosamine-6-phosphate deacetylase
COG1821	[R] COG1821 Predicted ATP-utilizing enzyme (ATP-grasp superfamily)
COG1822	[S] COG1822 Predicted archaeal membrane protein
COG1823	[R] COG1823 Predicted Na+/dicarboxylate symporter
COG1824	[P] COG1824 Permease, similar to cation transporters
COG1825	[J] COG1825 Ribosomal protein L25 (general stress protein Ctc)
COG1826	[U] COG1826 Sec-independent protein secretion pathway components
COG1827	[R] COG1827 Predicted small molecule binding protein (contains 3H domain)
COG1828	[F] COG1828 Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component
COG1829	[R] COG1829 Predicted archaeal kinase (sugar kinase superfamily)
COG1830	[G] COG1830 DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes
COG1831	[R] COG1831 Predicted metal-dependent hydrolase (urease superfamily)
COG1832	[R] COG1832 Predicted CoA-binding protein
COG1833	[S] COG1833 Uncharacterized conserved protein
COG1834	[E] COG1834 N-Dimethylarginine dimethylaminohydrolase
COG1835	[I] COG1835 Predicted acyltransferases
COG1836	[S] COG1836 Predicted membrane protein
COG1837	[R] COG1837 Predicted RNA-binding protein (contains KH domain)
COG1838	[C] COG1838 Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain
COG1839	[S] COG1839 Uncharacterized conserved protein
COG1840	[P] COG1840 ABC-type Fe3+ transport system, periplasmic component
COG1841	[J] COG1841 Ribosomal protein L30/L7E
COG1842	[KT] COG1842 Phage shock protein A (IM30), suppresses sigma54-dependent transcription
COG1843	[N] COG1843 Flagellar hook capping protein
COG1844	[S] COG1844 Uncharacterized protein conserved in archaea
COG1845	[C] COG1845 Heme/copper-type cytochrome/quinol oxidase, subunit 3
COG1846	[K] COG1846 Transcriptional regulators
COG1847	[R] COG1847 Predicted RNA-binding protein
COG1848	[R] COG1848 Predicted nucleic acid-binding protein, contains PIN domain
COG1849	[S] COG1849 Uncharacterized protein conserved in archaea
COG1850	[G] COG1850 Ribulose 1,5-bisphosphate carboxylase, large subunit
COG1851	[S] COG1851 Uncharacterized conserved protein
COG1852	[S] COG1852 Uncharacterized conserved protein
COG1853	[R] COG1853 Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family
COG1854	[T] COG1854 LuxS protein involved in autoinducer AI2 synthesis
COG1855	[R] COG1855 ATPase (PilT family)
COG1856	[S] COG1856 Uncharacterized homolog of biotin synthetase
COG1857	[L] COG1857 Uncharacterized protein predicted to be involved in DNA repair
